"Product ID","Category","Sub Category","Type","Brand","Product Name","Product Description","Price","Tax","Store","Size","UOM","Image","Spice Level","Aisle No."
"77","Dorm Essentials","Air Fresheners & Candles","Scented Oil Refill","Air Wick","Air Wick Scented Oil Refills, Hawaii","Air Wick Scented Oil Refills, Hawaii","6.09","1.0","","1.34 fl oz","1.34 fl oz","4205.jpg",,"15"
"8270","Cooking Needs","Condiments & Sauces","Condiments","Tabasco","Tabasco Pepper Sauce Original","Tabasco Pepper Sauce Original","1.69","0.0","","2 fl oz","2 fl oz","1582.jpg",,"2"
"78","Dorm Essentials","Air Fresheners & Candles","Scented Oil Refill","Air Wick","Air Wick Vanilla Passion Fragrance Scented Oil Refill","Air Wick Vanilla Passion Fragrance Scented Oil Refill","6.09","1.0","","2 x 0.67 fl oz","2 x 0.67 fl oz","4207.jpg",,"15"
"79","Dorm Essentials","Air Fresheners & Candles","Scented Oil Refill","Air Wick","Air Wick Virgin Islands Scented Oil Refills","Air Wick Virgin Islands Scented Oil Refills","6.09","1.0","","1.34 fl oz","1.34 fl oz","4200.jpg",,"15"
"80","Dorm Essentials","Air Fresheners & Candles","Scented Oil Refill","Febreze","Febreze Plug Scented Oil Refill Meadows & Rain","Febreze Plug Scented Oil Refill Meadows & Rain","6.24","1.0","","0.879 fl oz","0.879 fl oz","4237.jpg",,"15"
"81","Dorm Essentials","Air Fresheners & Candles","Scented Oil Refill","Febreze","Febreze Plug Scented Oil Refill, Linen & Sky","Febreze Plug Scented Oil Refill, Linen & Sky","9.99","1.0","","0.87 fl oz","0.87 fl oz","4236.jpg",,"15"
"82","Dorm Essentials","Air Fresheners & Candles","Scented Oil Refill","Air Wick","Air Wick Essential Oils Scented Oil Refills Fresh Waters","Air Wick Essential Oils Scented Oil Refills Fresh Waters","6.09","1.0","","1.34 fl oz","1.34 fl oz","4212.jpg",,"15"
"8275","Cooking Needs","Condiments & Sauces","Fresh Dips & Tapenades","Cabot","Cabot French Onion Dip","Cabot French Onion Dip","3.09","0.0","","12 oz","12 oz","17327.jpg",,"1"
"83","Dorm Essentials","Air Fresheners & Candles","Scented Oil Refill","Air Wick","Air Wick Snuggle Scented Oil Refills Fresh Linen","Air Wick Snuggle Scented Oil Refills Fresh Linen","7.99","1.0","","3 x 0.67 fl oz","3 x 0.67 fl oz","4202.jpg",,"15"
"8276","Cooking Needs","Condiments & Sauces","Fresh Dips & Tapenades","Cabot Creamery","Cabot Creamery Dip, French Onion","Cabot Creamery Dip, French Onion","3.09","0.0","","1.5 lb","1.5 lb","17329.jpg",,"1"
"8277","Cooking Needs","Condiments & Sauces","Fresh Dips & Tapenades","Cedar","Cedar Garlic Hommus","Cedar Garlic Hommus","2.49","0.0","","8 oz","8 oz","5505.jpg",,"1"
"86","Dorm Essentials","Air Fresheners & Candles","Scented Oil Refill","Glade","Glade PlugIns Scented Oil Refills Vanilla Passion Fruit & Hawaiian Breeze","Glade PlugIns Scented Oil Refills Vanilla Passion Fruit & Hawaiian Breeze","6.09","1.0","","2 x 1.34 fl oz","2 x 1.34 fl oz","4225.jpg",,"15"
"8281","Cooking Needs","Condiments & Sauces","Fresh Dips & Tapenades","Cedar","Cedar Hommus Classic Original","Cedar Hommus Classic Original","2.49","0.0","","8 oz","8 oz","5499.jpg",,"1"
"8282","Cooking Needs","Condiments & Sauces","Fresh Dips & Tapenades","Cedar","Cedar Hommus Classic Original","Cedar Hommus Classic Original","4.89","0.0","","20 oz","20 oz","5509.jpg",,"1"
"8283","Cooking Needs","Condiments & Sauces","Fresh Dips & Tapenades","Cedar","Cedar Hommus Classic Original","Cedar Hommus Classic Original","6.99","0.0","","16 oz","16 oz","5510.jpg",,"1"
"91","Dorm Essentials","Cleaning Products","All Purpose Cleaner","Pledge","Pledge Multi Surface 2 in 1 Cleaner & Disinfectant Fresh Citrus","Pledge Multi Surface 2 in 1 Cleaner & Disinfectant Fresh Citrus","6.19","1.0","","9.7 oz","9.7 oz","16829.jpg",,"15"
"92","Dorm Essentials","Cleaning Products","All Purpose Cleaner","Soft Scrub","Soft Scrub All Purpose Cleanser","Soft Scrub All Purpose Cleanser","3.89","1.0","","24 oz","24 oz","16823.jpg",,"15"
"93","Dorm Essentials","Cleaning Products","All Purpose Cleaner","Sun","Sun & Earth All Purpose Citrus Cleaner","Sun & Earth All Purpose Citrus Cleaner","5.59","1.0","","22 fl oz","22 fl oz","18055.jpg",,"15"
"94","Dorm Essentials","Cleaning Products","Antibacterial Cleaner","Lysol","Lysol Kitchen Pro Antibacterial Cleaner","Lysol Kitchen Pro Antibacterial Cleaner","2.99","1.0","","22 fl oz","22 fl oz","18051.jpg",,"15"
