Category,Sub Category,Type,Brand,Product Name,UPC Code,Product Description,Price,Tax,Store,Size,UOM,Spice Level,Aisle No.,,,,,,,
Richardson's Farm Ice Cream,Ice Cream,Coffee,Richarson's Farm,Richarson's Farm Coffee Oreo Ice Cream 16% Butterfat,,Coffee ice cream with Oreo Cookies,7.99,0,Richardson's Farm,1-2 Gal. Container,1-2 Gal. Container,,,,,,,,,
Richardson's Farm Ice Cream,Ice Cream,Peanut Butter,Richarson's Farm,Richarson's Farm Peanut Butter Oreo Ice Cream 16% Butterfat,,Peanut butter ice cream base with Oreo cookies pieces,7.99,0,Richardson's Farm,1-2 Gal. Container,1-2 Gal. Container,,,,,,,,,
Richardson's Farm Ice Cream,Ice Cream,Brownie,Richarson's Farm,Richarson's Farm Kahlua Brownie Ice Cream 16% Butterfat,,Kahlua ice cream with fudge brownies,7.99,0,Richardson's Farm,1-2 Gal. Container,1-2 Gal. Container,,,,,,,,,
Richardson's Farm Ice Cream,Ice Cream,Maple Walnut,Richarson's Farm,Richarson's Farm Maple Walnut Ice Cream 16% Butterfat,,Pure maple ice cream with walnuts,7.99,0,Richardson's Farm,1-2 Gal. Container,1-2 Gal. Container,,,,,,,,,
Richardson's Farm Ice Cream,Ice Cream,Pistachio,Richarson's Farm,Richarson's Farm Pistachio Ice Cream 16% Butterfat,,Pistachio ice cream with pistachios,7.99,0,Richardson's Farm,1-2 Gal. Container,1-2 Gal. Container,,,,,,,,,
Richardson's Farm Ice Cream,Ice Cream,Peppermint,Richarson's Farm,Richarson's Farm Peppermint Stick Ice Cream 16% Butterfat,,Mint ice cream with peppermint candies,7.99,0,Richardson's Farm,1-2 Gal. Container,1-2 Gal. Container,,,,,,,,,
Richardson's Farm Ice Cream,Ice Cream,Peanut Butter,Richarson's Farm,Richarson's Farm Peanut Butter Cup with Reeses� Ice Cream 16% Butterfat,,Peanut butter ice cream with chocolate chips and Reese�s� Peanut Butter Cups,7.99,0,Richardson's Farm,1-2 Gal. Container,1-2 Gal. Container,,,,,,,,,
Richardson's Farm Ice Cream,Ice Cream,M&M,Richarson's Farm,Richarson's Farm Melts in your Mouth with M&M� Ice Cream 16% Butterfat,,Vanilla ice cream with M&M� candies,7.99,0,Richardson's Farm,1-2 Gal. Container,1-2 Gal. Container,,,,,,,,,
Richardson's Farm Ice Cream,Ice Cream,Strawberry,Richarson's Farm,Richarson's Farm Strawberry Ice Cream 16% Butterfat,,Farm-fresh strawberry ice cream with diced strawberries,7.99,0,Richardson's Farm,1-2 Gal. Container,1-2 Gal. Container,,,,,,,,,
Richardson's Farm Ice Cream,Ice Cream,Black Raspberry,Richarson's Farm,Richarson's Farm Black Raspberry Ice Cream 16% Butterfat,,Black raspberry ice cream with berries,7.99,0,Richardson's Farm,1-2 Gal. Container,1-2 Gal. Container,,,,,,,,,
Richardson's Farm Ice Cream,Ice Cream,Red Raspberry,Richarson's Farm,Richarson's Farm Maine Black Bear Ice Cream 16% Butterfat,,Red raspberry ice cream with chocolate chips and chocolate covered raspberry truffles,7.99,0,Richardson's Farm,1-2 Gal. Container,1-2 Gal. Container,,,,,,,,,
Richardson's Farm Ice Cream,Ice Cream,Rum based,Richarson's Farm,Richarson's Farm Rum Raisin Ice Cream 16% Butterfat,,Rum based ice cream with rum soaked raisins,7.99,0,Richardson's Farm,1-2 Gal. Container,1-2 Gal. Container,,,,,,,,,
Richardson's Farm Ice Cream,Ice Cream,Coconut,Richarson's Farm,Richarson's Farm Coconut Ice Cream 16% Butterfat,,Made with real coconut,7.99,0,Richardson's Farm,1-2 Gal. Container,1-2 Gal. Container,,,,,,,,,
Richardson's Farm Ice Cream,Ice Cream,Chocolate,Richarson's Farm,Richarson's Farm Rocky Road Ice Cream 16% Butterfat,,"Chocolate ice cream with mini marshmallows, chocolate chips, and chopped mixed nuts",7.99,0,Richardson's Farm,1-2 Gal. Container,1-2 Gal. Container,,,,,,,,,
Richardson's Farm Ice Cream,Ice Cream,Coffee,Richarson's Farm,Richarson's Farm Coffee Ice Cream Low Fat No Sugar Added 95% Fat Free,,95% Fat Free Made with Coffee,33.99,0,Richardson's Farm,3 Gal. Tub,3 Gal. Tub,,,,,,,,,
Richardson's Farm Ice Cream,Ice Cream,Black Raspberry,Richarson's Farm,Richarson's Farm Black Raspberry Ice Cream Low Fat No Sugar Added 95% Fat Free,,95% Fat Free Black raspberry ice cream with berries,33.99,0,Richardson's Farm,3 Gal. Tub,3 Gal. Tub,,,,,,,,,
Richardson's Farm Ice Cream,Ice Cream,Coffee,Richarson's Farm,Richarson's Farm Coffee Ice Cream Low Fat No Sugar Added 95% Fat Free,,95% Fat Free Made with Coffee,7.99,0,Richardson's Farm,1-2 Gal. Container,1-2 Gal. Container,,,,,,,,,
Richardson's Farm Ice Cream,Ice Cream,Black Raspberry,Richarson's Farm,Richarson's Farm Balck Raspberry Ice Cream Low Fat No Sugar Added 95% Fat Free,,95% Fat Free Black raspberry ice cream with berries,7.99,0,Richardson's Farm,1-2 Gal. Container,1-2 Gal. Container,,,,,,,,,
Richardson's Farm Ice Cream,Frozen Yogurt,Coffee,Richarson's Farm,Richarson's Farm Coffee Toffee with Health Bar� Frozen Yogurt 95% Fat Free,,"Coffee yogurt with Heath� Bar pices, chocolate chips and toffee",29.99,0,Richardson's Farm,3 Gal. Tub,3 Gal. Tub,,,,,,,,,
Richardson's Farm Ice Cream,Frozen Yogurt,Chocolate Chip,Richarson's Farm,Richarson's Farm Cocolate Chip Frozen Yogurt 95% Fat Free,,Vanilla yogurt with chocolate chips,29.99,0,Richardson's Farm,3 Gal. Tub,3 Gal. Tub,,,,,,,,,
Richardson's Farm Ice Cream,Frozen Yogurt,Mint,Richarson's Farm,Richarson's Farm Mint Patty Frozen Yogurt 95% Fat Free,,Mint yogurt with chocolate chips and peppermint patties,29.99,0,Richardson's Farm,3 Gal. Tub,3 Gal. Tub,,,,,,,,,
Richardson's Farm Ice Cream,Frozen Yogurt,Oreo,Richarson's Farm,Richarson's Farm Oreo Cookie Frozen Yogurt 95% Fat Free,,Vanilla yogurt with Oreo cookies,29.99,0,Richardson's Farm,3 Gal. Tub,3 Gal. Tub,,,,,,,,,
Richardson's Farm Ice Cream,Frozen Yogurt,Cookie Dough,Richarson's Farm,Richarson's Farm Cookie Dough Frozen Yogurt 95% Fat Free,,Vanilla yogurt with chocolate chips and raw cookie dough pieces,29.99,0,Richardson's Farm,3 Gal. Tub,3 Gal. Tub,,,,,,,,,
Richardson's Farm Ice Cream,Frozen Yogurt,Vanilla,Richarson's Farm,Richarson's Farm French Vanilla Frozen Yogurt 95% Fat Free,,Vanilla yogurt with real eggs for a richer flavor,29.99,0,Richardson's Farm,3 Gal. Tub,3 Gal. Tub,,,,,,,,,
Richardson's Farm Ice Cream,Frozen Yogurt,Pistachio,Richarson's Farm,Richarson's Farm Pistachio Frozen Yogurt 95% Fat Free,,The real deal pistachio yogurt with pistacio nut pieces,29.99,0,Richardson's Farm,3 Gal. Tub,3 Gal. Tub,,,,,,,,,
Richardson's Farm Ice Cream,Frozen Yogurt,Vanilla,Richarson's Farm,Richarson's Farm Moose Tracks Frozen Yogurt 95% Fat Free,,Vanilla yogurt with a special hardening fudge ripple and peanut butter truffles,29.99,0,Richardson's Farm,3 Gal. Tub,3 Gal. Tub,,,,,,,,,
Richardson's Farm Ice Cream,Frozen Yogurt,Black Raspberry,Richarson's Farm,Richarson's Farm Black Raspberry Frozen Yogurt 95% Fat Free,,Made with real black raspberries,29.99,0,Richardson's Farm,3 Gal. Tub,3 Gal. Tub,,,,,,,,,
Richardson's Farm Ice Cream,Frozen Yogurt,Black Raspberry,Richarson's Farm,Richarson's Farm Purple Berry Chip Frozen Yogurt 95% Fat Free,,Black raspberry yogurt with dark and white chocolate chips,29.99,0,Richardson's Farm,3 Gal. Tub,3 Gal. Tub,,,,,,,,,
Richardson's Farm Ice Cream,Frozen Yogurt,Chocolate,Richarson's Farm,Richarson's Farm Chocolate Almond Frozen Yogurt 95% Fat Free,,Chocolate yogurt with almonds,29.99,0,Richardson's Farm,3 Gal. Tub,3 Gal. Tub,,,,,,,,,
Richardson's Farm Ice Cream,Frozen Yogurt,Berry,Richarson's Farm,Richarson's Farm Crumble Berry Frozen Yogurt 95% Fat Free,,,29.99,0,Richardson's Farm,3 Gal. Tub,3 Gal. Tub,,,,,,,,,
Richardson's Farm Ice Cream,Frozen Yogurt,Coffee,Richarson's Farm,Richarson's Farm Coffee Toffee with Health Bar� Frozen Yogurt 95% Fat Free,,"Coffee yogurt with Heath� Bar pices, chocolate chips and toffee",7.99,0,Richardson's Farm,1-2 Gal. Container,1-2 Gal. Container,,,,,,,,,
Richardson's Farm Ice Cream,Frozen Yogurt,Chocolate Chip,Richarson's Farm,Richarson's Farm Cocolate Chip Frozen Yogurt 95% Fat Free,,Vanilla yogurt with chocolate chips,7.99,0,Richardson's Farm,1-2 Gal. Container,1-2 Gal. Container,,,,,,,,,
Richardson's Farm Ice Cream,Frozen Yogurt,Mint,Richarson's Farm,Richarson's Farm Mint Patty Frozen Yogurt 95% Fat Free,,Mint yogurt with chocolate chips and peppermint patties,7.99,0,Richardson's Farm,1-2 Gal. Container,1-2 Gal. Container,,,,,,,,,
Richardson's Farm Ice Cream,Frozen Yogurt,Oreo,Richarson's Farm,Richarson's Farm Oreo Cookie Frozen Yogurt 95% Fat Free,,Vanilla yogurt with Oreo cookies,7.99,0,Richardson's Farm,1-2 Gal. Container,1-2 Gal. Container,,,,,,,,,
Richardson's Farm Ice Cream,Frozen Yogurt,Cookie Dough,Richarson's Farm,Richarson's Farm Cookie Dough Frozen Yogurt 95% Fat Free,,Vanilla yogurt with chocolate chips and raw cookie dough pieces,7.99,0,Richardson's Farm,1-2 Gal. Container,1-2 Gal. Container,,,,,,,,,
Richardson's Farm Ice Cream,Frozen Yogurt,Vanilla,Richarson's Farm,Richarson's Farm French Vanilla Frozen Yogurt 95% Fat Free,,Vanilla yogurt with real eggs for a richer flavor,7.99,0,Richardson's Farm,1-2 Gal. Container,1-2 Gal. Container,,,,,,,,,
Richardson's Farm Ice Cream,Frozen Yogurt,Pistachio,Richarson's Farm,Richarson's Farm Pistachio Frozen Yogurt 95% Fat Free,,The real deal pistachio yogurt with pistacio nut pieces,7.99,0,Richardson's Farm,1-2 Gal. Container,1-2 Gal. Container,,,,,,,,,
Richardson's Farm Ice Cream,Frozen Yogurt,Black Raspberry,Richarson's Farm,Richarson's Farm Purple Berry Chip Frozen Yogurt 95% Fat Free,,Black raspberry yogurt with dark and white chocolate chips,7.99,0,Richardson's Farm,1-2 Gal. Container,1-2 Gal. Container,,,,,,,,,
Richardson's Farm Ice Cream,Frozen Yogurt,Chocolate,Richarson's Farm,Richarson's Farm Chocolate Almond Frozen Yogurt 95% Fat Free,,Chocolate yogurt with almonds,7.99,0,Richardson's Farm,1-2 Gal. Container,1-2 Gal. Container,,,,,,,,,
Richardson's Farm Ice Cream,Sherbet & Sorbet,Orange,Richarson's Farm,Richarson's Farm Orange Sherbet,,Delicious Sherbet for the lighter side,22.99,0,Richardson's Farm,3 Gal. Tub,3 Gal. Tub,,,,,,,,,
Richardson's Farm Ice Cream,Sherbet & Sorbet,Watermelon,Richarson's Farm,Richarson's Farm Watermelon Sherbet,,Delicious Sherbet for the lighter side,22.99,0,Richardson's Farm,3 Gal. Tub,3 Gal. Tub,,,,,,,,,
Richardson's Farm Ice Cream,Sherbet & Sorbet,Raspberry,Richarson's Farm,Richarson's Farm Raspberry Sorbet,,"Dairy free and Fat free Sorbet, made with real fruit",23.99,0,Richardson's Farm,3 Gal. Tub,3 Gal. Tub,,,,,,,,,
Richardson's Farm Ice Cream,Sherbet & Sorbet,Lemon,Richarson's Farm,Richarson's Farm Lemon Sorbet,,"Dairy free and Fat free Sorbet, made with real fruit",23.99,0,Richardson's Farm,3 Gal. Tub,3 Gal. Tub,,,,,,,,,
Richardson's Farm Ice Cream,Sherbet & Sorbet,Orange,Richarson's Farm,Richarson's Farm Orange Sherbet,,Delicious Sherbet for the lighter side,7.99,0,Richardson's Farm,1-2 Gal. Container,1-2 Gal. Container,,,,,,,,,
Richardson's Farm Ice Cream,Sherbet & Sorbet,Watermelon,Richarson's Farm,Richarson's Farm Watermelon Sherbet,,Delicious Sherbet for the lighter side,7.29,0,Richardson's Farm,1-2 Gal. Container,1-2 Gal. Container,,,,,,,,,
