Product ID,Category,Sub Category,Type,Brand,Product Name,UPC Code,Product Description,Price,Tax,Store,Size,UOM,Image,Spice Level,Aisle No.
6246,Beverages & Juices,Ginger Ale & Ginger Beer,Ginger Ale,Canada Dry,Canada Dry Ginger Ale,,Canada Dry Ginger Ale,1.24,0,Market Basket,1 L,1 L,bcs0591.jpg,,11
6331,Beverages & Juices,Ginger Ale & Ginger Beer,Ginger Ale,Polar,Polar Diet Zero Sugar Ginger Ale Cans,,Polar Diet Zero Sugar Ginger Ale Cans,3.74,0,Market Basket,6 x 7.5 fl oz,6 x 7.5 fl oz,bcs0643.jpg,,17
6356,Beverages & Juices,Ginger Ale & Ginger Beer,Ginger Ale,Polar,Polar Golden Ginger Ale Extra Bold,,Polar Golden Ginger Ale Extra Bold,1.49,0,Market Basket,1 L,1 L,bcs0667.jpg,,11
6359,Beverages & Juices,Ginger Ale & Ginger Beer,Ginger Ale,Polar,Polar Premium Ginger Ale,,Polar Premium Ginger Ale,1.49,0,Market Basket,1 L,1 L,bcs0670.jpg,,11
6185,Beverages & Juices,Ginger Ale & Ginger Beer,Ginger Ale,Schweppes,Schweppes Ginger Ale Box of Cans,,Schweppes Ginger Ale Box of Cans,5.63,0,Market Basket,12 x 12 fl oz,12 x 12 fl oz,bcs0545.jpg,,17
6187,Beverages & Juices,Ginger Ale & Ginger Beer,Ginger Ale,Schweppes,Schweppes Ginger Ale,,Schweppes Ginger Ale,5,0,Market Basket,6 x 16.9 fl oz,6 x 16.9 fl oz,3971.jpg,,17
6191,Beverages & Juices,Ginger Ale & Ginger Beer,Ginger Ale,Schweppes,Schweppes Ginger Ale Box of Cans,,Schweppes Ginger Ale Box of Cans,9.99,0,Market Basket,24 x 12 fl oz,24 x 12 fl oz,bcs0549.jpg,,17
6192,Beverages & Juices,Ginger Ale & Ginger Beer,Ginger Ale,Schweppes,Schweppes Ginger Ale,,Schweppes Ginger Ale,5,0,Market Basket,8 x 12 fl oz,8 x 12 fl oz,3973.jpg,,17
6242,Beverages & Juices,Ginger Ale & Ginger Beer,Ginger Beer,Fever-Tree,Fever-Tree Premium Ginger Beer,,Fever-Tree Premium Ginger Beer,7.49,0,Market Basket,6.8 fl oz,6.8 fl oz,bcs0588.jpg,,17
6055,Beverages & Juices,Ice Pops,Ice Pops,Flavorice,Flavorice 6 Fruity Flavors,,Flavorice 6 Fruity Flavors,1.49,0,Market Basket,16 x 1.5 oz,16 x 1.5 oz,bcs0486.jpg,,17
