Category,Sub Category,Type,Brand,Product Name,UPC Code,Product Description,Price,Tax,Store,Size,UOM,Image,Spice Level,Aisle No.
Laundry & Paper Goods,Laundry,Laundry Detergent,Sun,Sun Triple Clean Odor Release 134 medium loads laundry detergent,,Sun Triple Clean Odor Release 134 medium loads laundry detergent,7.49,1,Market Basket,188 fl oz,188 fl oz,DE0006.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Sun,Sun Triple Clean fresh morning breeze 134 medium loads laundry detergent,,Sun Triple Clean fresh morning breeze 134 medium loads laundry detergent,7.49,1,Market Basket,188 fl oz,188 fl oz,DE0007.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Sun,Sun Triple Clean clean&fresh 134 medium loads laundry detergent,,Sun Triple Clean clean&fresh 134 medium loads laundry detergent,7.49,1,Market Basket,188 fl oz,188 fl oz,DE0008.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Sun,Sun Triple Clean plus OXI original fresh 117 medium loads laundry detergent,,Sun Triple Clean plus OXI original fresh 117 medium loads laundry detergent,7.49,1,Market Basket,188 fl oz,188 fl oz,DE0009.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Sun,Sun Triple Clean tropical breeze 32 medium loads laundry detergent,,Sun Triple Clean tropical breeze 32 medium loads laundry detergent,2.49,1,Market Basket,45.4 fl oz,45.4 fl oz,DE0010.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Sun,Sun Triple Clean tropical breeze 178 medium loads laundry detergent,,Sun Triple Clean tropical breeze 178 medium loads laundry detergent,9.86,1,Market Basket,250 fl oz,250 fl oz,DE0011.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Sun,Sun Triple Clean plus OXI original fresh 156 medium loads laundry detergent,,Sun Triple Clean plus OXI original fresh 156 medium loads laundry detergent,9.86,1,Market Basket,250 fl oz,250 fl oz,DE0012.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Tide,"Tide Liquid Laundry Detergent with a Touch of Downy, April Fresh",,"Tide Liquid Laundry Detergent with a Touch of Downy, April Fresh",14.99,1,Market Basket,92 fl oz,92 fl oz,18069.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Tide,Tide Original Scent Liquid Plus Bleach Alternative Original Scent Liquid Laundry Detergent Plus Bleach Alternative,,Tide Original Scent Liquid Plus Bleach Alternative Original Scent Liquid Laundry Detergent Plus Bleach Alternative,22.49,1,Market Basket,138 oz,138 oz,4527.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Tide,"Tide Plus Febreze, Sport Odor Defense Liquid Laundry Detergent Pacs",,"Tide Plus Febreze, Sport Odor Defense Liquid Laundry Detergent Pacs",16.24,1,Market Basket,32 x 30 oz,32 x 30 oz,18077.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Tide,"Tide Pods Liquid Laundry Detergent Pacs, Clean Breeze",,"Tide Pods Liquid Laundry Detergent Pacs, Clean Breeze",8.11,1,Market Basket,16 oz,16 oz,4510.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Tide,Tide Plus Bleach Original 53 Loads Laundry Detergent,,Tide Plus Bleach Original 53 Loads Laundry Detergent,12.49,1,Market Basket,95 oz,95 oz,DE0035.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Tide,Tide Simply Clean& Fresh Daybreak Fresh 89 Loads Laundry Detergent,,Tide Simply Clean& Fresh Daybreak Fresh 89 Loads Laundry Detergent,11.86,1,Market Basket,128 fl oz,128 fl oz,DE0036.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Tide,Tide Simply + OXI Refreshing Breeze 74 Loads Laundry Detergent,,Tide Simply + OXI Refreshing Breeze 74 Loads Laundry Detergent,11.86,1,Market Basket,115 fl oz,115 fl oz,DE0037.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Tide,Tide Simply + OXI Refreshing Breeze 20 Loads Laundry Detergent,,Tide Simply + OXI Refreshing Breeze 20 Loads Laundry Detergent,4.36,1,Market Basket,31 fl oz,31 fl oz,DE0038.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Tide,Tide Simply Clean& Fresh Daybreak Fresh 22 Loads Laundry Detergent,,Tide Simply Clean& Fresh Daybreak Fresh 22 Loads Laundry Detergent,4.36,1,Market Basket,31 fl oz,31 fl oz,DE0039.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Tide,Tide purclean plant based detergent Honey Lavender,,Tide purclean plant based detergent Honey Lavender,14.99,1,Market Basket,69 fl oz,69 fl oz,DE0040.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Tide,Tide Detergent Original 64 Loads,,Tide Detergent Original 64 Loads,14.99,1,Market Basket,92 fl oz,92 fl oz,DE0041.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Tide,Tide Fresh Coral Blast Detergent 64 Loads,,Tide Fresh Coral Blast Detergent 64 Loads,14.99,1,Market Basket,92 fl oz,92 fl oz,DE0042.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Tide,Tide Ultra OXI Detergent 59 Loads,,Tide Ultra OXI Detergent 59 Loads,14.99,1,Market Basket,92 fl oz,92 fl oz,DE0043.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Tide,Tide Plus Febreeze freshness spring & renewal Laundry Detergent,,Tide Plus Febreeze freshness spring & renewal Laundry Detergent,14.99,1,Market Basket,92 fl oz,92 fl oz,DE0044.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Tide,Tide Plus Coldwater Clean Detergent Original 59 Loads,,Tide Plus Coldwater Clean Detergent Original 59 Loads,14.99,1,Market Basket,92 fl oz,92 fl oz,DE0045.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Tide,Tide Detergent Original 96 Loads Laundry Detergent,,Tide Detergent Original 96 Loads Laundry Detergent,22.49,1,Market Basket,138 fl oz,138 fl oz,DE0046.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Tide,Tide Plus Febreeze freshness botanical rain 69 Loads,,Tide Plus Febreeze freshness botanical rain 69 Loads,14.99,1,Market Basket,92 fl oz,92 fl oz,DE0047.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Tide,Tide Plus Bleach Original 59 Loads Laundry Detergent,,Tide Plus Bleach Original 59 Loads Laundry Detergent,14.99,1,Market Basket,92 fl oz,92 fl oz,DE0048.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Tide,Tide Plus Downy Pods Laundry Detergent,,Tide Plus Downy Pods Laundry Detergent,16.24,1,Market Basket,32 x 30 oz,32 x 30 oz,DE0049.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Tide,Tide Plus ultra OXI pods Laundry Detergent,,Tide Plus ultra OXI pods Laundry Detergent,16.24,1,Market Basket,32 pack,32 pack,DE0050.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Tide,Tide Pods Fresh Coral Blast Laundry Detergent,,Tide Pods Fresh Coral Blast Laundry Detergent,16.24,1,Market Basket,42 pack,42 pack,DE0051.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Tide,Tide Pods free&gentle Laundry Detergent,,Tide Pods free&gentle Laundry Detergent,22.49,1,Market Basket,72 pack,72 pack,DE0052.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Tide,Tide Pods Sport Odor Defense Laundry Detergent,,Tide Pods Sport Odor Defense Laundry Detergent,8.11,1,Market Basket,411 g,411 g,DE0053.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Tide,Tide Pods 3 in 1 Original Laundry Detergent,,Tide Pods 3 in 1 Original Laundry Detergent,8.11,1,Market Basket,460 g,460 g,DE0054.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Woolite,Woolite All Clothes Laundry Detergent 33 Loads,,Woolite All Clothes Laundry Detergent 33 Loads,12.49,1,Market Basket,50 fl oz,50 fl oz,DE0100.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Woolite,Woolite All Darks Laundry Detergent 33 Loads,,Woolite All Darks Laundry Detergent 33 Loads,12.49,1,Market Basket,50 fl oz,50 fl oz,DE0101.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Woolite,woolite Delicates 8 washes Laundry Detergent,,woolite Delicates 8 washes Laundry Detergent,6.24,1,Market Basket,16 fl oz,16 fl oz,DE0102.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Xtra,Xtra Detergent 128 Loads Lavender & Sweet Vanilla,,Xtra Detergent 128 Loads Lavender & Sweet Vanilla,7.49,1,Market Basket,192 fl oz,192 fl oz,DE0094.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Xtra,Xtra Plus OXI Clean Crystal Clean 108 Loads Laundry Detergent,,Xtra Plus OXI Clean Crystal Clean 108 Loads Laundry Detergent,7.49,1,Market Basket,192 fl oz,192 fl oz,DE0095.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Xtra,Xtra Plus Long Lasting Freshness Sparkling Fresh 42 Loads Laundry Detergent,,Xtra Plus Long Lasting Freshness Sparkling Fresh 42 Loads Laundry Detergent,3.74,1,Market Basket,75 fl oz,75 fl oz,DE0096.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Xtra,Xtra Detergent Mountain Rain 50 Loads,,Xtra Detergent Mountain Rain 50 Loads,3.74,1,Market Basket,75 fl oz,75 fl oz,DE0097.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Xtra,Xtra Detergent Tropical Passion,,Xtra Detergent Tropical Passion,3.74,1,Market Basket,75 fl oz,75 fl oz,DE0098.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Detergent,Xtra,Xtra Plus OXI Clean Crystal Clean 40 Loads Laundry Detergent,,Xtra Plus OXI Clean Crystal Clean 40 Loads Laundry Detergent,3.74,1,Market Basket,75 fl oz,75 fl oz,DE0099.jpg,,15
Laundry & Paper Goods,Laundry,Laundry Whitener,Out,Out white brite Laundry whitener,,Out white brite Laundry whitener,7.86,1,Market Basket,1 lb,1 lb,DE0133.jpg,,15
Laundry & Paper Goods,Laundry,Other Laundry Products,Downy,Ultra Downy Ball Dispenser,,Ultra Downy Ball Dispenser,2.11,1,Market Basket,1 count,1 count,16904.jpg,,15
Laundry & Paper Goods,Laundry,Scent Booster,Arm & Hammer,Arm & Hammer Clean Scentsations Scent booster Fresh Burst,,Arm & Hammer Clean Scentsations Scent booster Fresh Burst,4.99,1,Market Basket,24 oz,24 oz,DE0069.jpg,,15
Laundry & Paper Goods,Laundry,Scent Booster,Arm & Hammer,Arm & Hammer Clean Scentsations Scent booster Clean Meadow,,Arm & Hammer Clean Scentsations Scent booster Clean Meadow,4.99,1,Market Basket,24 oz,24 oz,DE0070.jpg,,15
Laundry & Paper Goods,Laundry,Scent Booster,Arm & Hammer,Arm & Hammer Clean Scentsations Scent booster Purifying Waters,,Arm & Hammer Clean Scentsations Scent booster Purifying Waters,4.99,1,Market Basket,24 oz,24 oz,DE0071.jpg,,15
Laundry & Paper Goods,Laundry,Scent Booster,Downy,Downy Unstoppables inwash scent booster Outdoor fresh,,Downy Unstoppables inwash scent booster Outdoor fresh,8.74,1,Market Basket,285 g,285 g,DE0119.jpg,,15
Laundry & Paper Goods,Laundry,Scent Booster,Downy,Downy Unstoppables inwash scent booster Lush Somptueux,,Downy Unstoppables inwash scent booster Lush Somptueux,8.74,1,Market Basket,285 g,285 g,DE0120.jpg,,15
Laundry & Paper Goods,Laundry,Scent Booster,Downy,Downy Unstoppables inwash scent booster Fresh Frais,,Downy Unstoppables inwash scent booster Fresh Frais,8.74,1,Market Basket,285 g,285 g,DE0121.jpg,,15
Laundry & Paper Goods,Laundry,Scent Booster,Snuggle,Snuggle Scent Shakes Scent Booster Blue Sparkle,,Snuggle Scent Shakes Scent Booster Blue Sparkle,5.61,1,Market Basket,255 g,255 g,DE0126.jpg,,15
Laundry & Paper Goods,Laundry,Scent Booster,Snuggle,Snuggle Scent Shakes Scent Booster Original,,Snuggle Scent Shakes Scent Booster Original,5.61,1,Market Basket,255 g,255 g,DE0127.jpg,,15
Laundry & Paper Goods,Laundry,Scent Booster,Snuggle,Snuggle Scent Shakes Scent Booster Spring Burst,,Snuggle Scent Shakes Scent Booster Spring Burst,5.61,1,Market Basket,255 g,255 g,DE0128.jpg,,15
Laundry & Paper Goods,Laundry,Scent Booster,Snuggle,Snuggle Scnt booster Concentrated Scent Pacs 20 loads,,Snuggle Scnt booster Concentrated Scent Pacs 20 loads,4.99,1,Market Basket,400 g,400 g,DE0129.jpg,,15
Laundry & Paper Goods,Laundry,Stain Remover,Oxi Clean,Oxi Clean White Revive Laundry Stain Remover,,Oxi Clean White Revive Laundry Stain Remover,9.36,1,Market Basket,50 fl oz,50 fl oz,16890.jpg,,15
Laundry & Paper Goods,Paper Goods,Bathroom Tissues / Toilet Paper,Angel Soft,"Angel Soft Bathroom Tissue Softness & Strength, Double Rolls",,"Angel Soft Bathroom Tissue Softness & Strength, Double Rolls",8.74,1,Market Basket,12 count,12 count,4663.jpg,,14
Laundry & Paper Goods,Paper Goods,Bathroom Tissues / Toilet Paper,AngelSoft,AngelSoft 4 Mega Bathroom Tissue,,AngelSoft 4 Mega Bathroom Tissue,6.24,1,Market Basket,4 count,4 count,DE0152.jpg,,14
Laundry & Paper Goods,Paper Goods,Bathroom Tissues / Toilet Paper,Charmin,Charmin Ultra Soft MegaRoll Bathroom Tissue - 6 CT,,Charmin Ultra Soft MegaRoll Bathroom Tissue - 6 CT,11.24,1,Market Basket,6 count,6 count,16932.jpg,,14
Laundry & Paper Goods,Paper Goods,Bathroom Tissues / Toilet Paper,Charmin,Charmin Ultra Strong Toilet Paper 6 Rolls,,Charmin Ultra Strong Toilet Paper 6 Rolls,11.24,1,Market Basket,6 count,6 count,4624.jpg,,14
Laundry & Paper Goods,Paper Goods,Bathroom Tissues / Toilet Paper,Charmin,Charmin Ultra Strong Toilet Paper 9 Mega Rolls,,Charmin Ultra Strong Toilet Paper 9 Mega Rolls,16.24,1,Market Basket,9 count,9 count,DE0155.jpg,,14
Laundry & Paper Goods,Paper Goods,Bathroom Tissues / Toilet Paper,Earth First,Earth First Recycled Paper Bath Tissue,,Earth First Recycled Paper Bath Tissue,2.99,1,Market Basket,4 count,4 count,No Image.jpg,,14
Laundry & Paper Goods,Paper Goods,Bathroom Tissues / Toilet Paper,Earth First,Earth First Recycled Paper Bath Tissue Double Roll,,Earth First Recycled Paper Bath Tissue Double Roll,8.74,1,Market Basket,12 count,12 count,DE0154.jpg,,14
Laundry & Paper Goods,Paper Goods,Bathroom Tissues / Toilet Paper,Market Basket,Market Basket Bath Tissue,,Market Basket Bath Tissue,3.13,1,Market Basket,4 count,4 count,Market Basket.jpg,,14
Laundry & Paper Goods,Paper Goods,Bathroom Tissues / Toilet Paper,Market Basket,Market Basket Bathroom Tissue,,Market Basket Bathroom Tissue,8.74,1,Market Basket,12 count,12 count,Market Basket.jpg,,14
Laundry & Paper Goods,Paper Goods,Bathroom Tissues / Toilet Paper,Market Basket,Market Basket Bathroom Tissue,,Market Basket Bathroom Tissue,14.99,1,Market Basket,20 count,20 count,Market Basket.jpg,,14
Laundry & Paper Goods,Paper Goods,Bathroom Tissues / Toilet Paper,Market Basket,Market Basket Bathroom tissue,,Market Basket Bathroom tissue,1.24,1,Market Basket,1 unit,1 unit,Market Basket.jpg,,14
Laundry & Paper Goods,Paper Goods,Bathroom Tissues / Toilet Paper,Market Basket,Market Basket Supreme strong & soft Bathroom Tissues,,Market Basket Supreme strong & soft Bathroom Tissues,4.99,1,Market Basket,6 count,6 count,Market Basket.jpg,,14
Laundry & Paper Goods,Paper Goods,Bathroom Tissues / Toilet Paper,Market Basket,Market Basket Supreme strong & soft Bathroom Tissues,,Market Basket Supreme strong & soft Bathroom Tissues,17.49,1,Market Basket,24 count,24 count,Market Basket.jpg,,14
Laundry & Paper Goods,Paper Goods,Bathroom Tissues / Toilet Paper,Market Basket,Market Basket Supreme strong & soft Mega Call Bathroom Tissues,,Market Basket Supreme strong & soft Mega Call Bathroom Tissues,7.49,1,Market Basket,6 count,6 count,Market Basket.jpg,,14
Laundry & Paper Goods,Paper Goods,Bathroom Tissues / Toilet Paper,Market Basket,Market Basket Premium Bathroom Tissue Ultra Strong,,Market Basket Premium Bathroom Tissue Ultra Strong,3.13,1,Market Basket,4 count,4 count,Market Basket.jpg,,14
Laundry & Paper Goods,Paper Goods,Bathroom Tissues / Toilet Paper,Market Basket,Market Basket Premium Bathroom Tissue Ultra Strong,,Market Basket Premium Bathroom Tissue Ultra Strong,6.24,1,Market Basket,8 count,8 count,Market Basket.jpg,,14
Laundry & Paper Goods,Paper Goods,Bathroom Tissues / Toilet Paper,Market Basket,Market Basket Premium Bathroom Tissue Ultra Strong,,Market Basket Premium Bathroom Tissue Ultra Strong,8.74,1,Market Basket,12 count,12 count,Market Basket.jpg,,14
Laundry & Paper Goods,Paper Goods,Bathroom Tissues / Toilet Paper,Market Basket,Market Basket Premium Bathroom Tissue Ultra Strong,,Market Basket Premium Bathroom Tissue Ultra Strong,17.49,1,Market Basket,24 count,24 count,Market Basket.jpg,,14
Laundry & Paper Goods,Paper Goods,Bathroom Tissues / Toilet Paper,Quilted Northern,"Quilted Northern Bathroom Tissue Paper, Ultra Soft & Strong Double Rolls",,"Quilted Northern Bathroom Tissue Paper, Ultra Soft & Strong Double Rolls",9.99,1,Market Basket,12 count,12 count,16935.jpg,,14
Laundry & Paper Goods,Paper Goods,Bathroom Tissues / Toilet Paper,Quilted Northern,"Quilted Northern Bathroom Tissue Paper, Ultra Soft & Strong Mega Rolls",,"Quilted Northern Bathroom Tissue Paper, Ultra Soft & Strong Mega Rolls",9.99,1,Market Basket,6 count,6 count,DE0153.jpg,,14
Laundry & Paper Goods,Paper Goods,Bathroom Tissues / Toilet Paper,Scott,Scott Unscented Bathroom Tissue,,Scott Unscented Bathroom Tissue,4.36,1,Market Basket,4 count,4 count,DE0148.jpg,,14
Laundry & Paper Goods,Paper Goods,Bathroom Tissues / Toilet Paper,Scott,Scott Comfort Plus unscented bathroom tissue,,Scott Comfort Plus unscented bathroom tissue,7.49,1,Market Basket,12 count,12 count,DE0149.jpg,,14
Laundry & Paper Goods,Paper Goods,Bathroom Tissues / Toilet Paper,Scott,Scott Unscented Bathroom Tissue,,Scott Unscented Bathroom Tissue,7.49,1,Market Basket,12 count,12 count,DE0150.jpg,,14
Laundry & Paper Goods,Paper Goods,Facial Tissues,Market Basket,Market Basket Facial Tissue,,Market Basket Facial Tissue,1.24,1,Market Basket,80 count,80 count,Market Basket.jpg,,14
Laundry & Paper Goods,Paper Goods,Paper Napkins,Clorox,HandiWipes MultiUse Reusable Cloths,,HandiWipes MultiUse Reusable Cloths,2.49,1,Market Basket,1 pack,1 pack,DE0156.jpg,,14
Laundry & Paper Goods,Paper Goods,Paper Napkins,Market Basket,Market Basket Napkins,,Market Basket Napkins,3.74,1,Market Basket,250 count,250 count,Market Basket.jpg,,14
Laundry & Paper Goods,Paper Goods,Paper Napkins,Market Basket,Market Basket Premium Dinner Napkins,,Market Basket Premium Dinner Napkins,1.49,1,Market Basket,40 count,40 count,Market Basket.jpg,,14
Laundry & Paper Goods,Paper Goods,Paper Napkins,Medline,ReadyFlush Select Dispensable CleansingClothes,,ReadyFlush Select Dispensable CleansingClothes,3.74,1,Market Basket,48 count,48 count,DE0151.jpg,,14
Laundry & Paper Goods,Paper Goods,Paper Towels,Market Basket,Market Basket Premium 2 Ply Paper Towels,,Market Basket Premium 2 Ply Paper Towels,18.74,1,Market Basket,12 count,12 count,Market Basket.jpg,,14
Laundry & Paper Goods,Paper Goods,Paper Towels,Viva Choose-A-Sheet,Viva/Bounty Choose-A-Sheet Regular Roll Paper Towels,,Viva/Bounty Choose-A-Sheet Regular Roll Paper Towels,12.49,1,Market Basket,6 count,6 count,16923.jpg,,14
Laundry & Paper Goods,Paper Goods,Straws,Market Basket,Market Basket 250 Straws,,Market Basket 250 Straws,2.74,1,Market Basket,250 count,250 count,Market Basket.jpg,,14
Laundry & Paper Goods,Paper Goods,Wipes,Charmin,Charmin Freshmates Flushable Wipes,,Charmin Freshmates Flushable Wipes,3.24,1,Market Basket,40 count,40 count,4631.jpg,,14
Laundry & Paper Goods,Paper Goods,Wipes,Kleenex,Kleenex Ultra Soft,,Kleenex Ultra Soft,2.5,1,Market Basket,110 count,110 count,DE0139.jpg,,14
Laundry & Paper Goods,Paper Goods,Wipes,Kleenex,Kleenex trusted care,,Kleenex trusted care,2.5,1,Market Basket,144 count,144 count,DE0140.jpg,,14
Laundry & Paper Goods,Paper Goods,Wipes,Kleenex,Kleenex ultra soft,,Kleenex ultra soft,7.49,1,Market Basket,4 boxes,4 boxes,DE0141.jpg,,14
Laundry & Paper Goods,Paper Goods,Wipes,Market Basket,Market Basket Flushable Moist Wipes,,Market Basket Flushable Moist Wipes,3.11,1,Market Basket,1 unit,1 unit,Market Basket.jpg,,14
Laundry & Paper Goods,Paper Goods,Wipes,Market Basket,Market Basket Flushable Moist Wipes Refill & Travel Pack,,Market Basket Flushable Moist Wipes Refill & Travel Pack,1.49,1,Market Basket,1 unit,1 unit,Market Basket.jpg,,14
Laundry & Paper Goods,Paper Goods,Wipes,Market Basket,Market Basket Flushable Wipes scented,,Market Basket Flushable Wipes scented,3.49,1,Market Basket,1 unit,1 unit,Market Basket.jpg,,14
Laundry & Paper Goods,Paper Goods,Wipes,Market Basket,Market Basket Fragrance Free Cleansing Wipes 36 wipes,,Market Basket Fragrance Free Cleansing Wipes 36 wipes,1.49,1,Market Basket,1 unit,1 unit,Market Basket.jpg,,14
Laundry & Paper Goods,Paper Goods,Wipes,Puffs,Puffs Plus Lotion,,Puffs Plus Lotion,6.24,1,Market Basket,4 boxes,4 boxes,DE0135.jpg,,14
Laundry & Paper Goods,Paper Goods,Wipes,Puffs,Puffs Softly Eases Sneezes,,Puffs Softly Eases Sneezes,2.74,1,Market Basket,80 count,80 count,DE0136.jpg,,14
Laundry & Paper Goods,Paper Goods,Wipes,Puffs,Puffs Ultra Soft Comforts Needy Noses,,Puffs Ultra Soft Comforts Needy Noses,2.74,1,Market Basket,124 count,124 count,DE0137.jpg,,14
Laundry & Paper Goods,Paper Goods,Wipes,Puffs,Puffs Plus Lotion Soothes Sore Sniffers,,Puffs Plus Lotion Soothes Sore Sniffers,2.74,1,Market Basket,124 count,124 count,DE0138.jpg,,14
Laundry & Paper Goods,Paper Goods,Wipes,Scotties,Scotties everyday comfort,,Scotties everyday comfort,1.24,1,Market Basket,64 count,64 count,DE0142.jpg,,14
Laundry & Paper Goods,Paper Goods,Wipes,Scotties,Scotties triple soft,,Scotties triple soft,1.24,1,Market Basket,66 count,66 count,DE0143.jpg,,14
Laundry & Paper Goods,Paper Goods,Wipes,Scotties,Scotties everyday comfort,,Scotties everyday comfort,1.24,1,Market Basket,110 count,110 count,DE0144.jpg,,14
Laundry & Paper Goods,Paper Goods,Wipes,Scotties,Scotties everyday comfort,,Scotties everyday comfort,2.86,1,Market Basket,230 count,230 count,DE0145.jpg,,14
Laundry & Paper Goods,Paper Goods,Wipes,Scotties,Scotties Pocket Pack Ultra Plush,,Scotties Pocket Pack Ultra Plush,0.25,1,Market Basket,10 count,10 count,DE0146.jpg,,14
Laundry & Paper Goods,Paper Goods,Wipes,Scotties,Scotties Pocket Packs ultra plush,,Scotties Pocket Packs ultra plush,1.88,1,Market Basket,8 count,8 count,DE0147.jpg,,14
