Catagory,Sub Catagory,Type,Brand,product,Product Description,Price,Tax,Image,Store,Size,UOM,Spice Level,Aisle No.
Personal Care,First Aid & Healthcare,Digestion,Pepto Bismol,"Pepto-Bismol Pepto Original Liquid for Nausea, Heartburn, Indigestion, Upset Stomach",,4.01,1,6651.jpg,,4,fl oz,,13
Personal Care,First Aid & Healthcare,Digestion,Pepto Bismol,"Pepto-Bismol Upset Stomach Reliever/Antidiarrheal, 2x Strength, Ultra",,8.15,1,6652.jpg,,8,fl oz,,13
Personal Care,First Aid & Healthcare,Digestion,Phillips,Phillips' Genuine Saline Laxative Milk Of Magnesia Wild Cherry,,7.69,1,6655.jpg,,12,fl oz,,13
Personal Care,First Aid & Healthcare,Digestion,Topcare,TopCare Antacid Advanced Regular Strength Mint,,4.82,1,6656.jpg,,12,fl oz,,13
Personal Care,First Aid & Healthcare,Digestion,Topcare,Topcare Health Maximum Strength Acid Reducer Famotidine 20 Mg Tablets,,4.82,1,6657.jpg,,25,count,,13
Personal Care,First Aid & Healthcare,Digestion,Tums,Tums Antacid,,7.00,1,6644.jpg,,72,count,,13
Personal Care,First Aid & Healthcare,Digestion,Tums,Tums Antacid,,7.00,1,6645.jpg,,96,count,,13
Personal Care,First Aid & Healthcare,Digestion,Tums,Tums Antacid Ultra Strength 1000 Chewable Tablets Tropical Fruit,,7.00,1,6647.jpg,,72,count,,13
Personal Care,First Aid & Healthcare,Digestion,Tums,Tums Regular Strength Peppermint Antacid/Calcium Supplement Chewable Tablets,,7.00,1,6648.jpg,,150,count,,13
Personal Care,First Aid & Healthcare,Digestion,Tums,Tums Smoothies Extra Strength 750 Chewable Antacid Tablets Peppermint,,6.31,1,6646.jpg,,60,count,,13
Personal Care,First Aid & Healthcare,First Aid,Ace,"Ace Bandage, Elastic, with Clips, 3 Inch",,5.62,1,6539.jpg,,1,count,,13
Personal Care,First Aid & Healthcare,First Aid,Band Aid Brand,"Band Aid Brand Adhesive Bandages Sheer, Assorted Sizes",,4.70,1,6530.jpg,,80,count,,13
Personal Care,First Aid & Healthcare,First Aid,Band Aid Brand,"Band Aid Brand Adhesive Bandages Tough-Strips , All One Size",,4.70,1,6529.jpg,,20,count,,13
Personal Care,First Aid & Healthcare,First Aid,Band Aid Brand,"Band Aid Brand Adhesive Bandages With Neosporin , Assorted Sizes",,5.51,1,6531.jpg,,20,count,,13
Personal Care,First Aid & Healthcare,First Aid,Band Aid Brand,"Band Aid Brand Flexible Fabric Adhesive Bandages, Assorted Sizes",,4.70,1,6528.jpg,,30,count,,13
Personal Care,First Aid & Healthcare,First Aid,Band Aid Brand,"Band Aid Brand Plastic Strips Adhesive Bandages, All One Size",,3.21,1,17809.jpg,,60,count,,13
Personal Care,First Aid & Healthcare,First Aid,Clear Care,Clear Care Cleaning & Disinfecting Solution Triple Action Cleaning,,15.17,1,6540.jpg,,12,fl oz,,13
Personal Care,First Aid & Healthcare,First Aid,Cortizone-10,Cortizone-10 Intensive Healing Formula Maximum Strength Anti-Itch Creme,,8.15,1,6533.jpg,,1,oz,,13
Personal Care,First Aid & Healthcare,First Aid,Cortizone-10,Cortizone-10 Maximum Strength Anti-Itch Ointment,,7.69,1,6532.jpg,,1,oz,,13
Personal Care,First Aid & Healthcare,First Aid,Cortizone-10,Cortizone-10 Plus Ultra Moisturizing Creme,,8.15,1,6534.jpg,,1,oz,,13
Personal Care,First Aid & Healthcare,First Aid,Gold Bond,Gold Bond Anti-Itch Cream Rapid Relief Maximum Strength,,5.62,1,6542.jpg,,1,oz,,13
Personal Care,First Aid & Healthcare,First Aid,Lotrimin,Lotrimin Athlete's Foot 1% Clotrimazole Antifungal Cream,,12.64,1,6538.jpg,,0.42,oz,,13
Personal Care,First Aid & Healthcare,First Aid,Lotrimin,Lotrimin Ultra Antifungal Cream,,14.71,1,6537.jpg,,0.42,oz,,13
Personal Care,First Aid & Healthcare,First Aid,Market Basket,Market Basket Assorted Flexible Fabric Bandages,,2.52,1,Market Basket.jpg,,30,count,,13
Personal Care,First Aid & Healthcare,First Aid,Market Basket,"Market Basket Flexible Fabric 2""x 4"" Bandages",,1.94,1,Market Basket.jpg,,10,count,,13
Personal Care,First Aid & Healthcare,First Aid,Market Basket,Market Basket Hydrogen Peroxide,,1.48,1,Market Basket.jpg,,32,oz,,13
Personal Care,First Aid & Healthcare,First Aid,Market Basket,Market Basket Super Flex Action Bandages,,2.52,1,Market Basket.jpg,,45,count,,13
Personal Care,First Aid & Healthcare,First Aid,Neosporin,Neosporin Original Ointment,,7.00,1,6543.jpg,,0.5,oz,,13
Personal Care,First Aid & Healthcare,First Aid,Nexcare,"Nexcare Bandages, Natural Feel, Assorted",,3.55,1,17810.jpg,,30,count,,13
Personal Care,First Aid & Healthcare,First Aid,Topcare,TopCare Calamine Topical Suspension Usp Skin Protectant Lotion,,4.24,1,6535.jpg,,6,fl oz,,13
Personal Care,First Aid & Healthcare,First Aid,Topcare,TopCare Sheer Bandages,,3.55,1,6536.jpg,,10,count,,13
Personal Care,First Aid & Healthcare,First Aid,Zicam,Zicam RapidMelts Cherry Flavor Cold Remedy,,15.51,1,17811.jpg,,25,count,,13
Personal Care,First Aid & Healthcare,Menstrual Relief,Midol,Midol Complete Menstrual Period Symptoms Relief Gelcaps,,8.50,1,17808.jpg,,24,count,,13
Personal Care,First Aid & Healthcare,Menstrual Relief,Pamprin,Pamprin Maximum Strength Multi-Symptom Menstrual Pain Relief,,6.20,1,17801.jpg,,20,count,,13
Personal Care,First Aid & Healthcare,"Muscles, Joints & Pain Relief",Advil,Advil Children's Ibuprofen,,7.00,1,6632.jpg,,24,count,,13
Personal Care,First Aid & Healthcare,"Muscles, Joints & Pain Relief",Advil,Advil Ibuprofen,,8.50,1,6624.jpg,,50,count,,13
Personal Care,First Aid & Healthcare,"Muscles, Joints & Pain Relief",Advil,Advil Ibuprofen,,11.26,1,6621.jpg,,40,count,,13
Personal Care,First Aid & Healthcare,"Muscles, Joints & Pain Relief",Advil,Advil Ibuprofen,,5.05,1,6622.jpg,,20,count,,13
Personal Care,First Aid & Healthcare,"Muscles, Joints & Pain Relief",Advil,Advil Ibuprofen,,8.50,1,6626.jpg,,40,count,,13
Personal Care,First Aid & Healthcare,"Muscles, Joints & Pain Relief",Advil,Advil Ibuprofen,,12.64,1,6627.jpg,,80,count,,13
Personal Care,First Aid & Healthcare,"Muscles, Joints & Pain Relief",Advil,Advil Ibuprofen,,5.05,1,6629.jpg,,24,count,,13
Personal Care,First Aid & Healthcare,"Muscles, Joints & Pain Relief",Advil,Advil Ibuprofen,,5.05,1,6631.jpg,,24,count,,13
Personal Care,First Aid & Healthcare,"Muscles, Joints & Pain Relief",Advil,"Advil Ibuprofen 200mg Coated Tablets, Pain Reliever Fever Reducer",,8.50,1,6630.jpg,,50,count,,13
Personal Care,First Aid & Healthcare,"Muscles, Joints & Pain Relief",Advil,Advil Medicinal Sleep Aid,,6.08,1,6625.jpg,,20,count,,13
Personal Care,First Aid & Healthcare,"Muscles, Joints & Pain Relief",Advil,Advil Medicinal Sleep Aid,,15.51,1,6623.jpg,,80,count,,13
Personal Care,First Aid & Healthcare,"Muscles, Joints & Pain Relief",Advil,Advil Medicinal Sleep Aid,,11.26,1,6628.jpg,,40,count,,13
Personal Care,First Aid & Healthcare,"Muscles, Joints & Pain Relief",Aleve,Aleve Pain Reliever Tablets,,14.02,1,6639.jpg,,100,count,,13
Personal Care,First Aid & Healthcare,"Muscles, Joints & Pain Relief",Aspercreme,Aspercreme Pain Relieving Creme Max Strength,,8.84,1,6640.jpg,,3,oz,,13
Personal Care,First Aid & Healthcare,"Muscles, Joints & Pain Relief",Bayer,Bayer Aspirin Low Dose Safety Coated Tablets,,9.88,1,6635.jpg,,120,count,,13
Personal Care,First Aid & Healthcare,"Muscles, Joints & Pain Relief",Bayer,Bayer Asprin Regimen Pain Reliever Low Dose Chewable Tablets Orange,,4.24,1,6634.jpg,,36,count,,13
Personal Care,First Aid & Healthcare,"Muscles, Joints & Pain Relief",Bayer,Bayer Genuine Asprin Pain Reliever/Fever Reducer Coated Tablets,,9.88,1,6633.jpg,,100,count,,13
Personal Care,First Aid & Healthcare,"Muscles, Joints & Pain Relief",Excedrin,Excedrin Acetaminophen,,16.89,1,6641.jpg,,100,count,,13
Personal Care,First Aid & Healthcare,"Muscles, Joints & Pain Relief",Icy Hot,Icy Hot Pain Relieving Cream Extra Strength,,5.28,1,6642.jpg,,1.25,oz,,13
Personal Care,First Aid & Healthcare,"Muscles, Joints & Pain Relief",Market Basket,Market Basket 81 mg Adult Low Strength Aspirin Coated Tablets,,4.24,1,Market Basket.jpg,,300,count,,13
Personal Care,First Aid & Healthcare,"Muscles, Joints & Pain Relief",Market Basket,Market Basket 81 mg Adult Low Strength Aspirin Coated Tablets,,2.86,1,Market Basket.jpg,,120,count,,13
Personal Care,First Aid & Healthcare,"Muscles, Joints & Pain Relief",Market Basket,Market Basket Extra Strength Non Aspirin Pain Relief Acetaminophen,,5.62,1,Market Basket.jpg,,100,count,,13
Personal Care,First Aid & Healthcare,"Muscles, Joints & Pain Relief",Market Basket,Market Basket Extra Strength Non Aspirin Pain Relief Acetaminophen,,4.24,1,Market Basket.jpg,,50,count,,13
Personal Care,First Aid & Healthcare,"Muscles, Joints & Pain Relief",Market Basket,Market Basket Ibuprofen Coated Caplets 200 mg,,7.00,1,Market Basket.jpg,,100,count,,13
Personal Care,First Aid & Healthcare,"Muscles, Joints & Pain Relief",Market Basket,Market Basket Ibuprofen Coated Caplets 200 mg,,2.86,1,Market Basket.jpg,,24,count,,13
Personal Care,First Aid & Healthcare,"Muscles, Joints & Pain Relief",Market Basket,Market Basket Ibuprofen Coated Tablets 200 mg,,4.24,1,Market Basket.jpg,,50,count,,13
Personal Care,First Aid & Healthcare,"Muscles, Joints & Pain Relief",Market Basket,Market Basket Ibuprofen Coated Tablets 200 mg,,7.00,1,Market Basket.jpg,,100,count,,13
Personal Care,First Aid & Healthcare,"Muscles, Joints & Pain Relief",Topcare,TopCare Athlete's Foot Antifungal Clotrimazole Usp 1% Cream,,5.62,1,6638.jpg,,0.5,oz,,13
Personal Care,First Aid & Healthcare,"Muscles, Joints & Pain Relief",Topcare,"TopCare Children's Pain Reliever & Fever Reducer Acetaminophen 160 Mg Per 5 Ml Oral Suspension, Cherry",,4.24,1,6636.jpg,,4,fl oz,,13
Personal Care,First Aid & Healthcare,"Muscles, Joints & Pain Relief",Topcare,"TopCare Infants' Ibuprofen 50 Mg Pain Reliever / Fever Reducer (nsaid) Oral Suspension, Berry",,8.50,1,6637.jpg,,0.5,fl oz,,13
Personal Care,First Aid & Healthcare,"Muscles, Joints & Pain Relief",Tylenol,Tylenol Childrens Children�s Tylenol Oral Suspension,,9.19,1,6643.jpg,,4,fl oz,,13
Personal Care,Personal Care,Beauty Products,Market Basket,Market Basket Cotton Balls,,1.25,1,Market Basket.jpg,,100,count,,13
Personal Care,Personal Care,Deodorants,Arm & Hammer,Arm & Hammer Fresh Rosemary Lavender Deodorant,,4.82,1,6317.jpg,,2.5,oz,,13
Personal Care,Personal Care,Deodorants,Arm & Hammer,Arm & Hammer Ultra Max Active Sport Advanced Sweat Control Antiperspirant,,4.82,1,6318.jpg,,2.6,oz,,13
Personal Care,Personal Care,Deodorants,Arm & Hammer,Arm & Hammer Ultra Max Antiperspirant Deodorant Unscented,,4.82,1,6319.jpg,,2.6,oz,,13
Personal Care,Personal Care,Deodorants,Arrid,Arrid Aerosol Antiperspirant Deodorant Ultra Fresh,,6.20,1,17697.jpg,,6,oz,,13
Personal Care,Personal Care,Deodorants,Arrid,Arrid Antiperspirant Deodorant Extra Extra Dry Regular Solid,,4.82,1,17704.jpg,,2.6,fl oz,,13
Personal Care,Personal Care,Deodorants,Axe,Axe Antiperspirant Deodorant Stick For Men Essence,,7.00,1,6291.jpg,,2.7,oz,,13
Personal Care,Personal Care,Deodorants,Axe,Axe Antiperspirant Deodorant Stick For Men Phoenix,,7.00,1,18127.jpg,,2.7,oz,,13
Personal Care,Personal Care,Deodorants,Axe,Axe Body Spray For Men Dark Temptation,,7.00,1,18122.jpg,,4,oz,,13
Personal Care,Personal Care,Deodorants,Axe,Axe Body Spray For Men Essence,,7.00,1,6292.jpg,,4,oz,,13
Personal Care,Personal Care,Deodorants,Axe,Axe Body Spray For Men Kilo,,7.00,1,6293.jpg,,4,oz,,13
Personal Care,Personal Care,Deodorants,Axe,Axe Deodorant Stick For Men Phoenix,,7.00,1,18131.jpg,,3,oz,,13
Personal Care,Personal Care,Deodorants,Ban,Ban Powder Fresh Antiperspirant/Deodorant,,4.24,1,6322.jpg,,1.5,oz,,13
Personal Care,Personal Care,Deodorants,Ban,Ban Shower Fresh Invisible Solid Antiperspirant/Deodorant,,4.24,1,6320.jpg,,2.6,oz,,13
Personal Care,Personal Care,Deodorants,Ban,Ban Unscented Invisible Solid Antiperspirant/Deodorant,,4.24,1,6321.jpg,,2.6,oz,,13
Personal Care,Personal Care,Deodorants,Degree,Degree Antiperspirant Deodorant Fresh,,4.24,1,6324.jpg,,2.6,oz,,13
Personal Care,Personal Care,Deodorants,Degree,Degree Invisible Solid Shower Clean,,4.24,1,18125.jpg,,2.6,oz,,13
Personal Care,Personal Care,Deodorants,Degree,Degree Men Antiperspirant Deodorant Solid Cool Rush,,4.24,1,18124.jpg,,2.7,oz,,13
Personal Care,Personal Care,Deodorants,Degree,Degree Men Cool Comfort Antiperspirant and Deodorant,,4.93,1,18120.jpg,,2.7,oz,,13
Personal Care,Personal Care,Deodorants,Degree,Degree Motionsense Antiperspirant Deodorant Sheer Powder,,6.31,1,6323.jpg,,2.6,oz,,13
Personal Care,Personal Care,Deodorants,Dove,Dove Antiperspirant Deodorant For Women Original Clean,,4.24,1,18123.jpg,,2.6,oz,,13
Personal Care,Personal Care,Deodorants,Dove,Dove Antiperspirant Deodorant For Women Powder,,4.24,1,6297.jpg,,2.6,oz,,13
Personal Care,Personal Care,Deodorants,Dove,Dove Antiperspirant Deodorant Fresh,,2.86,1,6299.jpg,,1.6,oz,,13
Personal Care,Personal Care,Deodorants,Dove,Dove Antiperspirant Deodorant Fresh,,4.24,1,6301.jpg,,2.6,fl oz,,13
Personal Care,Personal Care,Deodorants,Dove,Dove Antiperspirant Deodorant Powder,,2.86,1,18128.jpg,,1.6,oz,,13
Personal Care,Personal Care,Deodorants,Dove,Dove Dry Spray Antiperspirant Cool Essentials,,9.88,1,18126.jpg,,3,oz,,13
Personal Care,Personal Care,Deodorants,Dry Idea,Dry Idea Advanced Dry Clear Gel Unscented Antiperspirant & Deodorant,,5.39,1,17693.jpg,,3,fl oz,,13
Personal Care,Personal Care,Deodorants,Gillette,Gillette Cool Wave Clear Gel Men�s Antiperspirant and Deodorant 2.85 oz,,4.93,1,17694.jpg,,2.85,oz,,13
Personal Care,Personal Care,Deodorants,Lady Speed Stick,Lady Speed Stick Invisible Dry Power Antiperspirant/Deodorant Wild Freesia,,4.24,1,17698.jpg,,2.3,oz,,13
Personal Care,Personal Care,Deodorants,Lady Speed Stick,Lady Speed Stick Invisible Dry Shower Fresh,,4.24,1,17707.jpg,,2.3,oz,,13
Personal Care,Personal Care,Deodorants,Mitchum,Mitchum Women Gel Antiperspirant & Deodorant Powder Fresh,,5.28,1,17706.jpg,,2.25,oz,,13
Personal Care,Personal Care,Deodorants,Old Spice,Old Spice Classic Original Scent Deodorant for Men,,4.24,1,6305.jpg,,3.25,oz,,13
Personal Care,Personal Care,Deodorants,Old Spice,Old Spice Extra-Strong Anti-Perspirant/Deodorant Extra Fresh,,7.00,1,6306.jpg,,2.6,oz,,13
Personal Care,Personal Care,Deodorants,Old Spice,Old Spice Fresh Scent Men's Deodorant,,2.86,1,18116.jpg,,2.25,oz,,13
Personal Care,Personal Care,Deodorants,Old Spice,Old Spice High Endurance Deodorant Original,,4.24,1,6307.jpg,,3,oz,,13
Personal Care,Personal Care,Deodorants,Old Spice,Old Spice High Endurance Pure Sport Scent Deodorant for Men,,2.86,1,18118.jpg,,2.25,oz,,13
Personal Care,Personal Care,Deodorants,Old Spice,Old Spice O.S.SFT SOLID DEOD RED ZN FRSH,,7.00,1,6308.jpg,,2.6,oz,,13
Personal Care,Personal Care,Deodorants,Right Guard,Right Guard Sport Antiperspirant Active,,4.24,1,6326.jpg,,2.6,oz,,13
Personal Care,Personal Care,Deodorants,Right Guard,Right Guard Sport Deodorant Aerosol Original,,7.46,1,6327.jpg,,10,oz,,13
Personal Care,Personal Care,Deodorants,Right Guard,Right Guard Xtreme Defense 5 Antiperspirant Arctic Refresh,,6.08,1,6328.jpg,,4,oz,,13
Personal Care,Personal Care,Deodorants,Secret,"Secret Antiperspirant and Deodorant Soft Solid, Powder Protection",,9.88,1,18117.jpg,,1.6,oz,,13
Personal Care,Personal Care,Deodorants,Secret,Secret Clinical Strength Deodorant Waterproof,,9.88,1,6286.jpg,,1.6,oz,,13
Personal Care,Personal Care,Deodorants,Secret,"Secret Invisible Solid Antiperspirant Deodorant for Women, Completely Clean",,6.31,1,6288.jpg,,2.6,oz,,13
Personal Care,Personal Care,Deodorants,Secret,Secret Invisible Solid Powder Fresh Antiperspirant/Deodorant,,4.70,1,18119.jpg,,2.6,fl oz,,13
Personal Care,Personal Care,Deodorants,Secret,Secret Powder Fresh Wide Solid Antiperspirant and Deodorant,,4.24,1,18130.jpg,,2.7,oz,,13
Personal Care,Personal Care,Deodorants,Secret,Secret Shower Fresh Invisible Solid Antiperspirant and Deodorant,,4.70,1,18129.jpg,,2.6,oz,,13
Personal Care,Personal Care,Deodorants,Secret,Secret Women's Aerosol Powder Fresh Scent Antiperspirant & Deodorant,,4.24,1,18121.jpg,,4,oz,,13
Personal Care,Personal Care,Deodorants,Speed Stick,Speed Stick Antiperspirant/Deodorant Power Fresh,,3.55,1,6310.jpg,,3,oz,,13
Personal Care,Personal Care,Deodorants,Speed Stick,Speed Stick by Mennen Ocean Surf Deodorant,,3.55,1,17699.jpg,,3,oz,,13
Personal Care,Personal Care,Deodorants,Speed Stick,Speed Stick by Mennen Regular Deodorant,,3.55,1,17701.jpg,,3.25,oz,,13
Personal Care,Personal Care,Deodorants,Speed Stick,Speed Stick by Mennen Regular Deodorant,,2.86,1,6311.jpg,,2,oz,,13
Personal Care,Personal Care,Deodorants,Speed Stick,Speed Stick Deodorant Fresh,,3.55,1,6312.jpg,,3,oz,,13
Personal Care,Personal Care,Deodorants,Speed Stick,Speed Stick Power Antipirspirant Deodorant Ultimate Sport,,3.55,1,6309.jpg,,3,oz,,13
Personal Care,Personal Care,Deodorants,Suave,Suave Aerosol Antiperspirant Deodorant Powder,,4.24,1,6315.jpg,,6,oz,,13
Personal Care,Personal Care,Deodorants,Suave,Suave Antiperspirant Deodorant Powder,,2.86,1,6314.jpg,,2.6,oz,,13
Personal Care,Personal Care,Deodorants,Suave,Suave Antiperspirant Deodorant Shower Fresh,,2.86,1,18115.jpg,,2.6,oz,,13
Personal Care,Personal Care,Deodorants,Suave,Suave Roll-on Deodorant Powder,,3.55,1,6316.jpg,,2.7,oz,,13
Personal Care,Personal Care,Deodorants,Sure,"Sure Anti-Perspirant & Deodorant, Original Solid, Regular Scent",,2.86,1,17702.jpg,,1.7,oz,,13
Personal Care,Personal Care,Deodorants,Tom's Of Maine,Tom's of Maine Deodorant Refreshing Lemongrass,,7.00,1,17696.jpg,,2.25,oz,,13
Personal Care,Personal Care,Deodorants,Tom's Of Maine,"Tom's Of Maine Deodorant, Long Lasting, Maine Woodspice",,7.00,1,17692.jpg,,2.25,oz,,13
Personal Care,Personal Care,Deodorants,Tom's Of Maine,Tom's of Maine Long Lasting Deodorant Unscented,,7.00,1,17703.jpg,,2.25,oz,,13
Personal Care,Personal Care,Eye & Ear Care,Advanced Eye Relief,Advanced Eye Relief Eye Wash,,6.31,1,6487.jpg,,4,fl oz,,13
Personal Care,Personal Care,Eye & Ear Care,Bausch & Lomb,Bausch & Lomb Genuine Sensitive Eyes Rewetting Drops,,9.88,1,6480.jpg,,1,fl oz,,13
